"","Text","Data","screenName","retweetCount"
"8262","Mel Gibson’s Oscar nomination has some parallels to a certain Commander-in-Chief: https://t.co/aAHdbegNY https://t.co/foXiXmV","2017-01-27 05:02:18","screencrushnews",3
"8263","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:02:18","CRTejada",187
"8264","Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/jgCbDEaR https://t.co/KDTSqK #NYT","2017-01-27 05:02:17","St0psch1ld",0
"8265","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:02:17","waseda_alumnus",187
"8266","#Role: Clay Shaw
#Movie: JFK ()
#Actor: Tommy Lee Jones
#JFK #TommyLeeJones #Oscars","2017-01-27 05:02:17","hlhnwhel3xcohjc",0
"8267","@Ashley_Says: @blackvoices Kimberly Steward produced a film that is nominated for six Oscars https://t.co/XuCDlzr","2017-01-27 05:02:14","shujaaX",222
"8268","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:02:11","edsdet",187
"8269","@GMA: WATCH: In unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute: https://t.co/T…","2017-01-27 05:02:10","jynand0r",131
"8270","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 05:02:05","Gumush_",3836
"8271","@DisneyPixar: Peck-tacular news! <ed><U+A><U+BD><ed><U+B><U+A> #Piper is nominated for @TheAcademy Award for Best Animated Short Film. #Oscars https://t.co/JkyzPdSx…","2017-01-27 05:02:04","SilvanaDaz5",1430
"8272","The Delta One suite on the Airbus A provides every business class flier with their own sealed off cabin ... https://t.co/fpvlZNijc","2017-01-27 05:02:04","cousu_main",0
"8273","@IndieWire: Pixar hasn't won the Best Animated Short Oscar inyears, but #Piper could finally change that https://t.co/rEBzWqzXbP htt…","2017-01-27 05:02:02","jezinilorena",21
"8274","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:02:01","Sam7THG",1968
"8275","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:01:58","_maniacchaos",1968
"8276","United Airlines has launched the Polaris business class, which gives every passenger aisle access https://t.co/UJiaSzLT","2017-01-27 05:01:57","cousu_main",0
"8277","@kubothemovie: How does a handmade hero become the most heartfelt motion picture of the year? #KuboMovie is now nominated for two #Acade…","2017-01-27 05:01:56","Patrick_JOC",537
"8278","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:01:52","koketokoke",1968
"8279","@IndieWire: Pixar hasn't won the Best Animated Short Oscar inyears, but #Piper could finally change that https://t.co/rEBzWqzXbP htt…","2017-01-27 05:01:52","sexta_fila",21
"8280","nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/SfNPOpCDpS https://t.co/ycTZhWnT","2017-01-27 05:01:50","bdnews24",0
"8281","Example of stupidity-hollywood actors are mostly Liberal so boycotting the Oscars doesn’t hurt Trump https://t.co/GzDusuVMZ","2017-01-27 05:01:50","proudamericans",0
"8282",": @nytimes :Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/PioixCSLc","2017-01-27 05:01:48","notiven",0
"8283","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 05:01:47","AmyLaurie2",189
"8284","@daeakis: Space Jam deserved many Oscars","2017-01-27 05:01:43","TaTa_900",1
"8285","""It is odd that a female-driven movie is nominated for almost every plausible category except Best Actress."" 
https://t.co/qAjEyMmfS","2017-01-27 05:01:40","ShaunPak",0
"8286","Note: Two extra seats at the #Oscars now available. https://t.co/nLSaOqUbs","2017-01-27 05:01:40","LynniMegginson",0
"8287","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 05:01:38","blindsuperman",189
"8288","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:01:32","ultmt81",187
"8289","@newsflicks: Last year, the controversy around the Oscars was around race; this year there are six black actors nominated https://t.co/…","2017-01-27 05:01:31","souravshakti",2
"8290","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 05:01:27","dadsized",3836
"8291","@Ashley_Says: @blackvoices Kimberly Steward produced a film that is nominated for six Oscars https://t.co/XuCDlzr","2017-01-27 05:01:26","AutumnR3nee",222
"8292","@nytimes: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:01:25","Elantara",187
"8293","Actress Alidoosti, says she won't attend the #AcademyAwards because of#POTUSTrump's immigration policies. I hope the others follow suit.","2017-01-27 05:01:21","JGDeRoche",0
"8294","HARRISON THE FORD YOUR SCRAGGLY ASS BETTER BE AT THE OSCARS STAGE SINGING WITH YOUR WHOLE NECK https://t.co/OnQZNhPRG","2017-01-27 05:01:17","beyvader",0
"8295","@MiladKiyan: @t_alidoosti I can assure you for a fact President Trump won't give a shit about Pro-Terrorism actresses not attending the…","2017-01-27 05:01:16","deplorable_ron",7
"8296","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 05:01:08","melitup",40
"8297","Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/gXLKgLcsfR","2017-01-27 05:01:06","nytimes",187
"8298","@springstech: Taraneh Alidoosti vows to boycott the Oscars after Trump's visa ban https://t.co/YmNZkQuTW @DailyMailCeleb","2017-01-27 05:01:06","suejohnston56",1
"8299","@TheAcademy: And, our Sound Editing nominees are... #Oscars #OscarNoms https://t.co/FyIvZZUp","2017-01-27 05:01:04","1441Li",60
"8300","Iranian actress to shun Oscars in protest of Trump immigrant ban - Read: https://t.co/TqSrJxVxg #BeFullyInformed","2017-01-27 05:01:00","manila_bulletin",0
"8301","@CBCNews: Star of Iran's Oscar contender boycotts to protest Donald Trump's immigration policies https://t.co/FJpNgj https://t.co/yF…","2017-01-27 05:01:00","CerberusEngel",43
"8302","@adrianachechik: Check out what VLADIMAR Putin had to say about my recent win!! https://t.co/vxigZkEm","2017-01-27 05:00:59","Will_n_isa",16
"8303","@IndieWire: Pixar hasn't won the Best Animated Short Oscar inyears, but #Piper could finally change that https://t.co/rEBzWqzXbP htt…","2017-01-27 05:00:59","Soylentsolvent",21
"8304","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:58","melrcher",1968
"8305","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:58","KennyAnindio",1968
"8306","#Role: Dr. King Schultz
#Movie: Django Unchained ()
#Actor: Christoph Waltz 
#DjangoUnchained #ChristophWaltz #Oscars","2017-01-27 05:00:51","hlhnwhel3xcohjc",0
"8307","@pandaboth: <U+EB><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+EB><U+E><U+E><U+E><U+E><U+E><U+EC><U+E><U+E><U+E><U+E><U+E><U+E><U+E> #Oscars <U+E><U+E><U+E><U+E><U+E><U+E> TrueVisions

<U+E><U+E><U+E><U+E><U+E><U+E><U+E>.<U+EE>. <U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+E><U+EA><U+E><U+E>
<U+EA><U+E><U+ED><U+E> True Film HD () <U+E><U+E><U+E><U+E> True M…","2017-01-27 05:00:51","JiN_NRJ",225
"8308","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:47","ZakZahrani",1968
"8309","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:47","alan_ecl",1968
"8310","I CAN NOT WAIT FOR THE OSCARS!!!! This just made me so excited!! Hoping for a win for #EmmaStone and… https://t.co/BsCMa","2017-01-27 05:00:46","sk8erkayla",0
"8311","She called Oscars mom too <ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+>","2017-01-27 05:00:40","TastyGio",0
"8312","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 05:00:39","redk44",189
"8313","@CBCNews: Star of Iran's Oscar contender boycotts to protest Donald Trump's immigration policies https://t.co/FJpNgj https://t.co/yF…","2017-01-27 05:00:38","JediLazloToth",43
"8314","@THRGlobal: Iranian actress boycotting Oscars over Trump's visa ban https://t.co/HIQivemy https://t.co/CpkFJwTDe","2017-01-27 05:00:38","ZakZahrani",46
"8315","Last year, the controversy around the Oscars was around race; this year there are six black actors nominated… https://t.co/fzJRXfZxgg","2017-01-27 05:00:36","newsflicks",2
"8316","I'm sure this breaks President Trump's heart just as much as it does mine.

https://t.co/vKvSWDudv
#Trump 's #MuslimBan #BanIslam","2017-01-27 05:00:32","ZuiverCor",2
"8317","How would you say hello? @whyaretheyhere#Oscars #Oscars https://t.co/vQxoUdRa","2017-01-27 05:00:25","JodiBee",0
"8318","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 05:00:24","SusanMondie",1391
"8319","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 05:00:23","Jame55tanley360",189
"8320","@kubothemovie: How does a handmade hero become the most heartfelt motion picture of the year? #KuboMovie is now nominated for two #Acade…","2017-01-27 05:00:17","InyujiWHUT",537
"8321","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 05:00:13","GeorgeSkoutakis",40
"8322","This year’s Oscars aren’t #SoWhite. But Hollywood still has work to do https://t.co/rlzcykHq","2017-01-27 05:00:06","arunatp",0
"8323","Another thing:Biggest takeaway from all this is Telluride. These are now officially The Telluride Oscars. Telluride… https://t.co/TunLOyPhn","2017-01-27 05:00:06","bhkoe",0
"8324","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:04","wooley55",1968
"8325","La La land deserves alloscars. Heartfelt, and jiggy af. If you haven't seen it, wyd?","2017-01-27 05:00:04","SheydaDarian",0
"8326","Pixar hasn't won the Best Animated Short Oscar inyears, but #Piper could finally change that… https://t.co/TpREWUdBk","2017-01-27 05:00:01","IndieWire",21
"8327","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 05:00:00","mustafarawk",1968
"8328","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:59:56","FictionRedhead",189
"8329","Oscars:films with the most wins of all time, from 'Titanic' to 'Gone with the Wind' [PHOTOS]: Those films are… https://t.co/eHgbgBwj","2017-01-27 04:59:55","AlMaradon",0
"8330","@alfonsoespina: When you remember that you won't be hearing any music from #SingStreet at the #Oscars this year. https://t.co/ToarRREAqO","2017-01-27 04:59:42","mahathetweet",2
"8331","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:59:41","ogstarwarsfan",189
"8332","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:59:28","spencer_kain",1968
"8333","@JaviPonzo: El trailer de los #Oscars <ed><U+A><U+BD><ed><U+B><U+>
https://t.co/HKFtmAemU","2017-01-27 04:59:24","RoBentui_",11
"8334","@GMA: WATCH: In unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute: https://t.co/T…","2017-01-27 04:59:18","aguilar17_yris",131
"8335","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:59:10","Tahirson",3836
"8336","@trumpfan: Didn't you get the Affirmative Action memo? This is the Black Oscars again! No Whites allowed! #WhiteGenocide<ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+> https:/…","2017-01-27 04:59:10","ScuffyNumber10",19
"8337","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:59:05","TheRealSoup",1968
"8338","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:58:54","leiaslove",189
"8339","Iranian actress to shun Oscars in protest of Trump immigrant ban: https://t.co/JanVhZPP via @AOL","2017-01-27 04:58:49","vlramirez12",3
"8340","Oscars here we go <ed><U+A><U+BD><ed><U+B><U+C><ed><U+A><U+BC><ed><U+BF><U+BC> https://t.co/eEhbSqLoOo","2017-01-27 04:58:47","matiasrk94",0
"8341","This black woman produced a film that is nominated for six Oscars https://t.co/AFgSfgjjQ # via @blackvoices","2017-01-27 04:58:45","ShontaviaJEsq",1
"8342","Literally the only thing I care about re: the Oscars is wanting @Lin_Manuel to rap his EGOT acceptance.","2017-01-27 04:58:41","thelccwontletub",0
"8343","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 04:58:40","DanMargulis",40
"8344","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:58:37","ankitisninja",3836
"8345","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:58:35","HFGMedia1",3836
"8346","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:58:35","btbartak",189
"8347","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:58:30","leiahansolo",189
"8348","@Ashley_Says: @blackvoices Kimberly Steward produced a film that is nominated for six Oscars https://t.co/XuCDlzr","2017-01-27 04:58:26","_indiejesus",222
"8349","@TitoFlamenco: Connominaciones al Oscar, #LaLaLand empata récord de 'Titanic' y 'All About Eve'. #Oscars #OscarNoms https://t.co/FE…","2017-01-27 04:58:19","LucyM_14_",61
"8350","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:58:14","XavierCohen",3836
"8351","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:58:12","KashKirchner",1968
"8352","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:58:10","NoodlesP29",189
"8353","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 04:58:07","danBLOODcohen",40
"8354","#SocialLeaf #SEO #SMO Iranian actress to boycott the Oscars over Trump visa ban https://t.co/EzrcJlovvp","2017-01-27 04:58:04","SocialLeafSMG",0
"8355","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-27 04:58:03","Maryiam_San",7241
"8356","@WhoWoreWhatDly: #JewelFlashback #MileyCyrus #jewelry at #Oscars #redcarpet - March ,https://t.co/voshJSaS","2017-01-27 04:57:49","fulhamjewelry",1
"8357","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:57:46","GaabyGardner",1968
"8358","@stonenobrian: THE OSCARS TRAILER JUST SAVED MY LIFEhttps://t.co/kymCHsZr","2017-01-27 04:57:44","aleighajones_",92
"8359","@GMA: WATCH: In unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute: https://t.co/T…","2017-01-27 04:57:44","happyhaunts999",131
"8360","Some unknown actress is boycotting the Oscars because she says @POTUS is racist...didn't know ""Iranian"" was a race - https://t.co/rccciwjX","2017-01-27 04:57:35","SultrySouth",0
"8361","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:57:33","andreazayass",1968
"8362","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:57:31","alwaysthequeeen",189
"8363","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:57:24","musicandartkid1",189
"8364","The latest The Shandye Weekly.! https://t.co/prbGOnAHf Thanks to @syrafs_ @fahmi_fadzil @shafiqpapik #womensmarch #oscars","2017-01-27 04:57:12","shandye",0
"8365","@etnow: Black actors have been nominated in every acting category for the first time in #Oscars history. https://t.co/StatFzuZQk https:/…","2017-01-27 04:57:06","BRlDG3",7241
"8366","Iranian-born actress to boycott Oscars over Trump https://t.co/rmnCEPRHf via the @FoxNews Android app As with Hollywood...WHO CARES","2017-01-27 04:57:01","htrain1974",0
"8367","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:56:49","kitamusim",1968
"8368","@kubothemovie: How does a handmade hero become the most heartfelt motion picture of the year? #KuboMovie is now nominated for two #Acade…","2017-01-27 04:56:49","CaptainNemo86",537
"8369","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 04:56:47","will_yum17",40
"8370","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 04:56:36","patmo61",1391
"8371","@people: Ryan Gosling and Justin Timberlake: From Mickey Mouse Club to Oscars class of ! https://t.co/oLKSKhpQ https://t.co/wMuzOS…","2017-01-27 04:56:29","beliebermh",164
"8372","@MillaJovovich: courtesy of @chrissbrenner, here r sum BTS pics of me getting readythe oscars! http://t.co/ucqOFw","2017-01-27 04:56:29","prvmpto",131
"8373","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 04:56:22","BeingSentinel",1391
"8374","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:56:19","VoterSilent",189
"8375","@HuffingtonPost: One of Iran's biggest movie stars is boycotting the Oscars over Trump's visa ban https://t.co/zsdKyjtFxM https://t.co/n…","2017-01-27 04:56:18","DrVeisitabar",409
"8376","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:56:14","yeIchinanton",1968
"8377","Anotando ""Elle"" como película para ver antes de los Oscars https://t.co/bydjomJJt :) cc @Tete","2017-01-27 04:56:13","CardEnigma",0
"8378","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:56:10","SkyeCreativeONe",189
"8379","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:56:06","_emiliacalvillo",1968
"8380","@MillaJovovich: courtesy of @chrissbrenner, here r sum BTS pics of me getting readythe oscars! http://t.co/ucqOFw","2017-01-27 04:56:04","rangjkus",131
"8381","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:55:53","rinajenolefrank",1968
"8382","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 04:55:46","30for30",40
"8383","@TheHappyWriters: Congratulate our Stagemembers, educators &amp; executives who worked onfilms nominated for theOscars here: h…","2017-01-27 04:55:44","Suki_theMovie",7
"8384","@kubothemovie: How does a handmade hero become the most heartfelt motion picture of the year? #KuboMovie is now nominated for two #Acade…","2017-01-27 04:55:43","Nico_Corona",537
"8385","Pourquoi les Oscars préfèrent Amazon à Netflix https://t.co/BLYikXua","2017-01-27 04:55:42","jmp186",0
"8386","henry and seb better attend the oscars or im leaving","2017-01-27 04:55:39","bucchanans",0
"8387","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:55:38","MissRuth1979",189
"8388","@Variety: ESPN Films scores first #Oscars nomination for ""O.J.: Made in America"" #OscarNoms https://t.co/wOLIMwbJF","2017-01-27 04:55:26","ConnorSchell",40
"8389","@Ashley_Says: @blackvoices Kimberly Steward produced a film that is nominated for six Oscars https://t.co/XuCDlzr","2017-01-27 04:55:24","QueenyMotsoane",222
"8390","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:55:24","firefighterr27",189
"8391","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-27 04:55:19","AishahSha99",3290507
"8392","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-27 04:55:18","PattersonTyra",534
"8393","@NicoCasasola dios si nunca llore tanto se merece mil oscars del y del año que viene también","2017-01-27 04:55:17","gabybuttice",0
"8394","@funnyordie: One of the awards you won't see awarded at the Oscars will be for Best Handjob, which had many contenders this year. https:…","2017-01-27 04:55:09","PeachMelda",120
"8395","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:55:03","theReal_Rebel",189
"8396","@t_alidoosti We stopped giving a fuck about the #AcademyAwards a long time ago, so it's not like we give a shit about your threats","2017-01-27 04:54:56","NerosCigar",0
"8397","@GMA: WATCH: In unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute: https://t.co/T…","2017-01-27 04:54:46","Shuvlhedgoddess",131
"8398","#Oscars #movies https://t.co/BVDDatzkO","2017-01-27 04:54:45","kamhubbard",0
"8399","@Ashley_Says: @blackvoices Kimberly Steward produced a film that is nominated for six Oscars https://t.co/XuCDlzr","2017-01-27 04:54:43","Nile_uSpix",222
"8400","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-27 04:54:42","Nile_uSpix",534
"8401","This Black Woman Produced A Film That Is Nominated For Six Oscars https://t.co/NfJclhPKkx","2017-01-27 04:54:40","brandontalk",0
"8402","@ComicBookNOW: RYAN REYNOLDS, DEADPOOL Deserved Oscars Nomination According To JAKE GYLLENHAAL
https://t.co/xuRZNn https://t.co/FMRx…","2017-01-27 04:54:32","bduff27",48
"8403","@EW: Here’s your ultimate guide to the front-runners, snubs and surprises at this year’s #Oscars! https://t.co/ltmQjSfN <ed><U+A><U+BC><ed><U+BF><U+> https://t.co…","2017-01-27 04:54:31","sergioandc",90
"8404","@FilmFatale_NYC: Y'all - A MOVIE ABOUT REAL LIFE BLACK WOMEN GENIUSES GOT A BEST PICTURE NOM. #OSCARS @HiddenFigures #HIDDENFIGURES http…","2017-01-27 04:54:26","AnneM_B",2684
"8405","@unsavoryagents: COME ON PEOPLE, JUST FOR SHITS AND GIGGLES LET'S SHUT DOWN THE OSCARS!!! PUNCH THE HOLLYWOOD ELITE BACK!","2017-01-27 04:54:23","mrdavidswilliam",16
"8406","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:54:18","JessicaPopowcer",189
"8407","“The Oscars : Best Picture Nominees” on #Vimeo https://t.co/fpLvSlfyr","2017-01-27 04:54:17","FrankSylar",0
"8408","@ABCWorldNews: Iranian star of best foreign language film nominee to boycott Oscars over Pres. Trump's immigration stance. https://t.co/…","2017-01-27 04:54:17","Merpo2",21
"8409","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:54:17","brentc07",189
"8410","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 04:54:13","jypbo1",1391
"8411","@PahlavanAli: <U+><U+><U+><U+A><U+><U+> <U+A><U+><U+CC><U+CC><U+A> @t_alidoosti <U+F><U+> <U+><U+><U+><U+><U+> <U+><U+><U+CC> <U+><U+><U+A><U+><U+><U+><U+CC><U+>:
https://t.co/axoYgmjnEU","2017-01-27 04:54:10","janane_man",5
"8412","Join us on Sunday Feb th!It's going to be fun!#Oscars #PwC https://t.co/mxEFdGG","2017-01-27 04:54:07","briancullinan_",0
"8413","@APEntertainment: MORE:@TheAcademy goes gaga for 'La La Land' withnominations, tying it for most everhttps://t.co/vCONKZGg","2017-01-27 04:54:04","mchaitmd",54
"8414","@nytimesarts: Why the star of Iran's Oscar-nominated film is boycotting the Academy Awards https://t.co/CtACswmW https://t.co/nuCbteMW…","2017-01-27 04:54:03","namin_amir",122
"8415","@brielletxo ohhwhite person. Wasn't there outrage bec oscars didn't have enough black ppl? Well I'm outraged there wasn't enough whites!","2017-01-27 04:54:00","bziolkowski49",0
"8416","@CinemasCineplex: Nous revenons sur les films québécois qui ont eu la chance de briller aux #Oscars dans les années passées. https://t.c…","2017-01-27 04:53:59","lady_luga",1
"8417","@lovingthefilm: Congrats to Ruth Negga on her Oscar nom! <ed><U+A><U+BD><ed><U+B><U+> #ThisIsLoving #OscarNoms #Oscars https://t.co/baUdLwzvLv","2017-01-27 04:53:52","seaqueen106",617
"8418","@blockbustercast: We're on Youtube! Check out our Road to the #Oscars series! #PodernFamily https://t.co/ChbEiFxVP","2017-01-27 04:53:52","RetReadPodcast",8
"8419","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:53:49","shakilasalem",3836
"8420","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 04:53:35","intgmatters",1391
"8421","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:53:35","baputee",3836
"8422","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:53:33","MayaCanary",189
"8423","@HBCUBuzz: Black Actors Nominated in Every Acting Category for First Time in Oscar History #AcademyAwards #oscars #oscar https://t.co/tn…","2017-01-27 04:53:20","genevievefost17",1074
"8424","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 04:53:07","aguilar17_yris",1968
"8425","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 04:53:04","genevievefost17",3836
"8426","Jan ,  · One Of Iran's Biggest Movie Stars Is Boycotting The Oscars Over Trump's https://t.co/qzPpkyoC","2017-01-27 04:53:03","webcrawlerw",0
"8427","literally cannot wait for the oscars ayee","2017-01-27 04:53:00","lastjedies",0
"8428","@Karlyle_Tomms: #Oscars connected #review + other #reviews of ""Confessions from the Pumpkin Patch""New Apple #award + #blog https:/…","2017-01-27 04:52:59","hyattd335",1
"8429","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 04:52:54","KachurkgotProps",189
